booking_id,customer_id,product_id,booking_date,travel_date,return_date,num_passengers,total_value_gbp,deposit_amount_gbp,balance_due_date,status,channel,agent_id,branch_code,margin_pct,currency,exchange_rate,special_requests,insurance_included,cancellation_date,cancellation_reason,_record_hash
BKG004452,CUS01138,PKG0039,2023-07-09,2023-09-05,2023-09-15,3,41100.0,8220.0,2023-06-07,Completed,Phone,AGT016,,0.2339,GBP,1.0,Anniversary surprise,Y,,,c0d63369f0dae95e809e8bae5b4308d0
BKG004453,CUS01301,PKG0147,2023-07-04,2024-01-16,2024-01-29,3,12100.0,2420.0,2023-10-18,Completed,Online,AGT011,,0.1484,GBP,1.0,,Y,,,1beb39bf123b93397cb44af811ad005f
BKG004454,CUS01245,PKG0016,2023-10-01,2024-04-23,2024-05-10,2,31000.0,6200.0,2024-01-24,Completed,Agent,,,0.2289,GBP,1.0,Sea view room,Y,,,4c29e8cf9c17ff56a2afc19d8c737708
BKG004455,CUS00781,PKG0017,2023-01-03,2023-08-23,2023-09-11,1,3500.0,700.0,2023-05-25,Completed,Online,,,0.2279,GBP,1.0,Wheelchair accessible,N,,,c188a6a1bc9f4989c17d67571516bf7f
BKG004456,CUS00326,PKG0193,2022-08-09,2023-03-23,2023-04-07,4,20900.0,4180.0,2022-12-23,Completed,Referral,AGT001,,0.202,GBP,1.0,Dietary requirements,N,,,fd3900a8e63e3863317be969b2940bc4
BKG004457,CUS00593,PKG0023,2024-10-31,2025-06-20,2025-06-28,3,11500.0,2300.0,2025-03-22,Completed,Online,AGT007,,0.2523,GBP,1.0,,Y,,,d0318191a0708cccc96402c1b7cbb34a
BKG004458,CUS01787,PKG0029,2024-04-18,2024-12-28,2025-01-06,2,5100.0,1020.0,2024-09-29,Completed,Online,AGT003,,0.1378,GBP,1.0,Dietary requirements,N,,,9cdb7663e7f6e6a014fb90386e7a2954
BKG004459,CUS01503,PKG0106,2023-01-25,2023-05-08,2023-05-27,2,27600.0,5520.0,2023-02-07,Completed,Online,,,0.2113,GBP,1.0,,N,,,f4e80f6f5e8fce4682ee1eed4efeb52e
BKG004460,CUS01247,PKG0091,2022-04-29,2022-08-21,2022-08-30,2,12000.0,2400.0,2022-05-23,Completed,Online,AGT005,,0.1428,GBP,1.0,,Y,,,3d02c8e0b021d256e047873c620b3780
BKG004461,CUS00382,PKG0022,2024-01-30,2024-07-10,2024-07-17,4,26800.0,5360.0,2024-04-11,Completed,Online,AGT009,,0.1427,GBP,1.0,Sea view room,Y,,,9bb8a32059488c0d11e8fb4afdfe7af2
BKG004462,CUS00252,PKG0153,2022-11-02,2023-02-07,2023-02-16,2,13600.0,2720.0,2022-11-09,Completed,Phone,AGT006,,0.2351,GBP,1.0,,Y,,,bdaa6b7db8296109cc185d3298328c21
BKG004463,CUS00470,PKG0072,2023-01-24,2023-03-29,2023-04-08,3,12900.0,2580.0,2022-12-29,Completed,Online,AGT017,,0.2081,GBP,1.0,,Y,,,0f952a44635d4d6bbd28eca8f94687b6
BKG004464,CUS01408,PKG0102,2023-05-04,2023-12-28,2024-01-09,4,43000.0,8600.0,2023-09-29,Completed,Online,AGT001,,0.2278,GBP,1.0,,N,,,3dfa04281e59d2063a7148c72a8fd822
BKG004465,CUS00788,PKG0116,2023-02-20,2023-07-30,2023-08-20,2,8400.0,1680.0,2023-05-01,Completed,Referral,AGT008,,0.2553,GBP,1.0,,Y,,,7627d70be59e23123fc56b80f0fee3be
BKG004466,CUS00185,PKG0122,2024-12-22,2025-02-27,2025-03-10,2,14900.0,2980.0,2024-11-29,Completed,Agent,AGT016,,0.1509,GBP,1.0,,Y,,,a1b3cfac4e46e8fe52ce54aa6a30cd5a
BKG004467,CUS01551,PKG0029,2024-11-13,2025-01-06,2025-01-22,3,8500.0,1700.0,2024-10-08,Completed,Online,AGT004,,0.171,GBP,1.0,Wheelchair accessible,Y,,,7de1eec0cadfd6ef2ce7b7de22807542
BKG004468,CUS01692,PKG0102,2024-03-26,2024-06-09,2024-06-25,2,20400.0,4080.0,2024-03-11,Completed,Phone,,,0.1428,GBP,1.0,,Y,,,529fd17df612ec5dc889291ac3432da8
BKG004469,CUS01369,PKG0102,2023-09-21,2024-02-07,2024-02-21,2,23700.0,4740.0,2023-11-09,Completed,Online,AGT012,,0.2028,GBP,1.0,,Y,,,88ebbec4bca6d85dd32429529783e14e
BKG004470,CUS01219,PKG0105,2022-10-16,2023-06-06,2023-06-17,5,24200.0,4840.0,2023-03-08,Completed,Referral,AGT002,,0.2538,GBP,1.0,Anniversary surprise,Y,,,6025d4b7e7fde276314bcdeb0689b1a9
BKG004471,CUS01952,PKG0199,2022-02-08,2022-08-19,2022-09-02,2,6100.0,1220.0,2022-05-21,Completed,Phone,AGT017,,0.2189,GBP,1.0,,Y,,,f4765cf0460d0a55ae13e673c25be4f8
BKG004472,CUS01158,PKG0160,2024-03-26,2024-06-13,2024-06-26,2,32500.0,6500.0,2024-03-15,Completed,Agent,AGT020,,0.1684,GBP,1.0,,Y,,,6ed87158cc46bf2d71ba535fd4176072
BKG004473,CUS00865,PKG0010,2022-08-16,2022-10-26,2022-11-05,4,45000,9000.0,2022-07-28,Completed,Phone,AGT016,,0.235,GBP,1.0,,N,,,40ee4a6087d9fa191063543316a85dc4
BKG004474,CUS01148,PKG0199,2023-01-10,2023-06-24,2023-07-11,2,7300.0,1460.0,2023-03-26,Completed,Referral,AGT003,,0.2509,GBP,1.0,,Y,,,ef21be5d30fb29b887dd89856f4a9f28
BKG004475,CUS00266,PKG0197,2022-12-01,2023-07-09,2023-07-29,2,45000,9000.0,2023-04-10,Completed,Agent,,,0.1491,GBP,1.0,,N,,,012136fdaf62b11b001f4bd99311635d
BKG004476,CUS00655,PKG0076,2024-10-28,2025-04-28,2025-05-05,2,13800.0,2760.0,2025-01-28,Completed,Phone,AGT013,,0.2099,GBP,1.0,Wheelchair accessible,Y,,,d1079083c3f8b4d7449e025ff3e2f104
BKG004477,CUS00986,PKG0005,2024-10-11,2025-03-24,2025-04-10,2,7800.0,1560.0,2024-12-24,Completed,Phone,AGT004,,0.2707,GBP,1.0,Anniversary surprise,N,,,a4cdd493fcb13fc17f35596f68fe19f4
BKG004478,CUS00094,PKG0058,2023-03-24,2023-09-06,2023-09-18,4,36900.0,7380.0,2023-06-08,Cancelled,Phone,AGT008,,0.2553,GBP,1.0,Sea view room,Y,2023-04-22,Work commitments,52aad88c4f535bb75770f4f9fea1cd27
BKG004479,CUS01279,PKG0011,2024-03-07,2024-05-06,2024-05-13,2,35200.0,7040.0,2024-02-06,Completed,Referral,AGT010,,0.1548,GBP,1.0,,Y,,,c413e80854c869513646b1c860aff4c5
BKG004480,CUS00410,PKG0149,2024-10-26,2025-04-09,2025-04-30,2,38200.0,7640.0,2025-01-09,Completed,Agent,AGT003,,0.2038,GBP,1.0,,N,,,241d6a525ca331e2f378bea572d562e8
BKG004481,CUS01268,PKG0099,2022-03-04,2022-10-23,2022-11-10,2,20400.0,4080.0,2022-07-25,Completed,Phone,AGT013,,0.2284,GBP,1.0,Dietary requirements,Y,,,a00a058f9c122e35d30f5d7f7090c8c0
BKG004482,CUS00002,PKG0180,2022-02-01,2022-07-19,2022-08-03,3,18400.0,3680.0,2022-04-20,Completed,Referral,AGT008,,0.2201,GBP,1.0,,Y,,,bd9fdf46af1c0e9b560d6b4b64f3f6ae
BKG004483,CUS00420,PKG0178,2024-03-27,2024-05-30,2024-06-13,2,29100.0,5820.0,2024-03-01,Cancelled,Phone,AGT017,,0.2375,GBP,1.0,,Y,2024-04-08,Change of plans,9d88d395dfb5cf18416c5301ba029ab7
BKG004484,CUS01909,PKG0093,2023-10-10,2024-05-15,2024-06-05,3,45000,9000.0,2024-02-15,Completed,Phone,AGT017,,0.2694,GBP,1.0,Dietary requirements,Y,,,f525cbfe1aae124e4b7aa572b7b7e4fc
BKG004485,CUS00390,PKG0162,2024-10-27,2025-05-11,2025-05-19,2,11100.0,2220.0,2025-02-10,Completed,Referral,AGT018,,0.2126,GBP,1.0,Wheelchair accessible,Y,,,e0ee344618be85676f51d24b7d1a315e
BKG004486,CUS01992,PKG0031,2022-11-20,2023-05-09,2023-05-17,2,24600.0,4920.0,2023-02-08,Completed,Phone,AGT011,,0.2758,GBP,1.0,,N,,,4a0c8a528d40eef48dfc012915ed5e91
BKG004487,CUS01159,PKG0172,2023-10-01,2024-04-09,2024-04-23,2,11600.0,2320.0,2024-01-10,Completed,Phone,,,0.1562,GBP,1.0,,N,,,0c5f8a69f0b74e0fedbdc3e97870e841
BKG004488,CUS01511,PKG0091,2023-04-04,2023-07-06,2023-07-23,3,18900.0,3780.0,2023-04-07,Completed,Agent,AGT009,,0.1728,GBP,1.0,,Y,,,2b2353fdd8d3af28f64d3c9e90e56ec3
BKG004489,CUS00494,PKG0186,2022-05-30,2022-07-23,2022-08-10,4,45000,9000.0,2022-04-24,Completed,Phone,AGT014,,0.2138,GBP,1.0,Dietary requirements,Y,,,a06cc2c1ece275744c9997acf1b496b3
BKG004490,CUS00535,PKG0187,2022-01-19,2022-04-16,2022-05-03,2,45000,9000.0,2022-01-16,Completed,Phone,,,0.2529,GBP,1.0,Dietary requirements,N,,,e073b3816404d7e79b139216b9902e89
BKG004491,CUS00251,PKG0041,2022-10-17,2023-01-05,2023-01-18,2,20700.0,4140.0,2022-10-07,Completed,Phone,,,0.1961,GBP,1.0,Dietary requirements,Y,,,98414e3c477fbe475d709f38fa129263
BKG004492,CUS00355,PKG0171,2023-02-21,2023-06-09,2023-06-21,2,25400.0,5080.0,2023-03-11,Completed,Online,,,0.2325,GBP,1.0,Dietary requirements,Y,,,640c1893832df431489c64a5a6e28fc4
BKG004493,CUS00816,PKG0182,2024-10-15,2025-05-12,2025-05-21,5,42500.0,8500.0,2025-02-11,Completed,Online,,,0.128,GBP,1.0,,Y,,,c0733062277bf2ad63f6b67c65b97a1c
BKG004494,CUS01732,PKG0035,2023-02-22,2023-07-24,2023-08-10,4,27100.0,5420.0,2023-04-25,Completed,Phone,AGT002,,0.2196,GBP,1.0,Dietary requirements,Y,,,9e0b2bce7b7acd1b21a9352588282fa0
BKG004495,CUS00114,PKG0162,2024-01-16,2024-08-17,2024-08-28,4,22600.0,4520.0,2024-05-19,Completed,Agent,AGT004,,0.1816,GBP,1.0,,N,,,2721fc5020eada7067181c5097b02301
BKG004496,CUS00781,PKG0166,2022-10-26,2023-07-02,2023-07-20,2,19200.0,3840.0,2023-04-03,Completed,Agent,AGT002,,0.125,GBP,1.0,,N,,,270bf0a73cb5156833006c298199f977
BKG004497,CUS01864,PKG0181,2022-08-28,2023-02-19,2023-03-10,2,13200.0,2640.0,2022-11-21,Cancelled,Online,AGT001,,0.18,GBP,1.0,,Y,2022-09-13,Financial,b3a4b7be893d43721a442adb3fb3a9bb
BKG004498,CUS01069,PKG0177,2022-02-24,2022-07-28,2022-08-18,2,25300.0,5060.0,2022-04-29,Completed,Phone,AGT016,,0.2177,GBP,1.0,Dietary requirements,Y,,,8465ead6bcb1aada2c0529ad743ecaf9
BKG004499,CUS00632,PKG0136,2022-09-12,2022-11-14,2022-12-04,5,42500.0,8500.0,2022-08-16,Completed,Online,AGT008,,0.2564,GBP,1.0,Wheelchair accessible,Y,,,da8b050ad67b9163b8510b59834d3378
BKG004500,CUS01393,PKG0078,2022-09-27,2023-05-05,2023-05-15,3,17200.0,3440.0,2023-02-04,Completed,Referral,AGT004,,0.2127,GBP,1.0,,Y,,,ad2aa99698c76cab1aba93c43a78e730
BKG004501,CUS00111,PKG0197,2024-01-19,2024-06-02,2024-06-11,2,39500.0,7900.0,2024-03-04,Completed,Phone,AGT009,,0.1291,GBP,1.0,Sea view room,Y,,,ccbbe7e770c4207fa3aa924eed562811
BKG004502,CUS01239,PKG0021,2022-06-03,2022-08-31,2022-09-21,2,19000.0,3800.0,2022-06-02,Completed,Referral,,,0.2246,GBP,1.0,Dietary requirements,Y,,,a9d9a2547f1f81e4c10a0d815e7a16a2
BKG004503,CUS01824,PKG0053,2023-09-04,2023-11-04,2023-11-14,1,26500.0,5300.0,2023-08-06,Completed,Online,AGT017,,0.2533,GBP,1.0,Dietary requirements,Y,,,94b73fbab8793f63b2284306f387a367
BKG004504,CUS01307,PKG0158,2023-10-29,2024-03-28,2024-04-14,3,45000,9000.0,2023-12-29,Completed,Referral,AGT003,,0.2752,GBP,1.0,,N,,,4ae7da5f085b90d2f4fade8709f0ea1d
BKG004505,CUS00390,PKG0025,2024-09-19,2025-03-06,2025-03-18,2,45000,9000.0,2024-12-06,Cancelled,Online,AGT020,,0.1487,GBP,1.0,Wheelchair accessible,N,2024-10-15,Financial,c4b13f6cbb7049eb7886eb3705ce45ba
BKG004506,CUS00138,PKG0057,2023-08-24,2024-04-05,2024-04-16,4,45000,9000.0,2024-01-06,Completed,Online,AGT012,,0.2021,GBP,1.0,Wheelchair accessible,N,,,b684164bc42c48fb196a7ede5c0eb97f
BKG004507,CUS02000,PKG0157,2024-10-05,2024-12-24,2025-01-08,1,10100.0,2020.0,2024-09-25,Completed,Phone,AGT004,,0.2496,GBP,1.0,,Y,,,c883451fa804d111df05c1d1b218b623
BKG004508,CUS00185,PKG0144,2024-10-06,2025-03-20,2025-04-05,4,22700.0,4540.0,2024-12-20,Completed,Agent,AGT001,,0.2743,GBP,1.0,Dietary requirements,Y,,,b9d82113fcad9e1f3f5b38397ec23bfc
BKG004509,CUS00614,PKG0029,2024-07-27,2024-09-14,2024-09-29,2,7100.0,1420.0,2024-06-16,Completed,Online,AGT004,,0.2454,GBP,1.0,,Y,,,45b61371f624efa49aa0b7b1b05e290b
BKG004510,CUS01876,PKG0176,2024-12-12,2025-07-04,2025-07-11,2,35300.0,7060.0,2025-04-05,Cancelled,Agent,AGT007,,0.1288,GBP,1.0,Wheelchair accessible,Y,2024-12-14,Work commitments,7c46923e757b91d9a0246a65b08dd616
BKG004511,CUS01794,PKG0110,2023-01-29,2023-04-14,2023-04-30,2,13900.0,2780.0,2023-01-14,Completed,Phone,,,0.1857,GBP,1.0,,Y,,,f84519b71b1534c6b3dfd2f91edb023f
BKG004512,CUS00831,PKG0046,2022-04-25,2022-09-22,2022-10-05,3,45000,9000.0,2022-06-24,Completed,Agent,,,0.1968,GBP,1.0,,Y,,,77bc1d14c967d3f0ebe1340bd63c6208
BKG004513,CUS01323,PKG0194,2022-11-15,2023-04-18,2023-04-30,2,14800.0,2960.0,2023-01-18,Cancelled,Online,AGT014,,0.1844,GBP,1.0,,N,2022-12-12,Change of plans,d2f29daab0cce67d83377132e243cd9e
BKG004514,CUS00765,PKG0162,2023-01-24,2023-03-24,2023-04-09,1,5900.0,1180.0,2022-12-24,Completed,Referral,AGT007,,0.191,GBP,1.0,Sea view room,Y,,,f6c625856443187e9312fcbcb07a3277
BKG004515,CUS00672,PKG0081,2022-01-26,2022-05-07,2022-05-22,2,7500.0,1500.0,2022-02-06,Completed,Agent,,,0.1329,GBP,1.0,Sea view room,N,,,5fa87fa797d83106e391464e9038a17d
BKG004516,CUS00397,PKG0127,2024-04-05,2024-12-16,2025-01-01,2,13100.0,2620.0,2024-09-17,Cancelled,Referral,AGT015,,0.1598,GBP,1.0,,Y,2024-05-05,Change of plans,0537e73b6640a9efc53d2d6c833bf571
BKG004517,CUS01711,PKG0091,2024-07-19,2024-09-21,2024-10-02,2,9600.0,1920.0,2024-06-23,Completed,Online,AGT015,,0.2548,GBP,1.0,,Y,,,4f74f66862053790234c6affcfb0e202
BKG004518,CUS01026,PKG0074,2023-12-19,2024-02-14,2024-02-24,1,3000,600.0,2023-11-16,Completed,Phone,,,0.1468,GBP,1.0,Wheelchair accessible,Y,,,25f0febdec69710392569233cb5adc87
BKG004519,CUS01975,PKG0117,2024-03-31,2024-09-07,2024-09-28,2,6700.0,1340.0,2024-06-09,Completed,Online,AGT014,,0.1588,GBP,1.0,Sea view room,Y,,,d54a1557c7e83203a2cbb5a167af6f01
BKG004520,CUS01849,PKG0049,2024-06-26,2024-10-09,2024-10-23,4,36900.0,7380.0,2024-07-11,Completed,Online,AGT012,,0.2593,GBP,1.0,,N,,,f2db6cb9609fd49cb65dddf1eb7a064f
BKG004521,CUS00680,PKG0131,2024-12-27,2025-03-09,2025-03-28,3,21800.0,4360.0,2024-12-09,Completed,Phone,AGT006,,0.1856,GBP,1.0,,Y,,,6b094e4c185529f79b21818b56d02200
BKG004522,CUS00636,PKG0037,2024-09-19,2025-01-27,2025-02-03,5,45000,9000.0,2024-10-29,Completed,Online,AGT011,,0.2779,GBP,1.0,Dietary requirements,Y,,,d76a0bd58548818a161deb80696716ae
BKG004523,CUS01098,PKG0135,2024-06-09,2025-02-09,2025-02-16,3,32300.0,6460.0,2024-11-11,Completed,Referral,,,0.2455,GBP,1.0,Wheelchair accessible,N,,,bb6df1768a753951fcfa2fdf78225014
BKG004524,CUS00302,PKG0141,2023-10-26,2024-06-27,2024-07-13,2,11800.0,2360.0,2024-03-29,Completed,Agent,,,0.2553,GBP,1.0,Dietary requirements,Y,,,7dc01de5eb75c9b7482a5f8d12846433
BKG004525,CUS00819,PKG0022,2024-03-02,2024-04-21,2024-05-05,2,15300.0,3060.0,2024-01-22,Completed,Agent,AGT008,,0.2078,GBP,1.0,,Y,,,c0c008fd913c3b1dac1feb7d82de7077
BKG004526,CUS01558,PKG0020,2024-10-30,2025-03-30,2025-04-10,1,11500.0,2300.0,2024-12-30,Completed,Agent,AGT014,,0.2669,GBP,1.0,,Y,,,e6bc945befc6a8286f45c92e13ef4fc7
BKG004527,CUS01819,PKG0139,2022-04-17,2022-12-02,2022-12-14,4,22500.0,4500.0,2022-09-03,Completed,Online,AGT016,,0.2581,GBP,1.0,,N,,,d1ec29bd3b6a87685a87884a17d4592f
BKG004528,CUS01325,PKG0196,2024-01-16,2024-08-26,2024-09-05,1,7300.0,1460.0,2024-05-28,Completed,Online,AGT017,,0.1369,GBP,1.0,,N,,,faef0431b691904876fe260cdf7cc0ac
BKG004529,CUS01597,PKG0144,2024-09-03,2025-02-07,2025-02-24,2,11500.0,2300.0,2024-11-09,Completed,Online,,,0.246,GBP,1.0,,Y,,,ff207dfdb2a3006da33aaac39c384674
BKG004530,CUS01767,PKG0034,2022-01-17,2022-07-20,2022-08-01,4,45000,9000.0,2022-04-21,Completed,Phone,,,0.2149,GBP,1.0,,Y,,,b858f35fabe6ad9c80774b762ffab19f
BKG004531,CUS01700,PKG0077,2022-05-08,2022-06-22,2022-07-09,4,30600.0,6120.0,2022-03-24,Completed,Agent,AGT016,,0.2325,GBP,1.0,,N,,,5e589e6f7bc26502fab9dc8c777e1973
BKG004532,CUS00712,PKG0004,2024-10-27,2025-02-15,2025-02-26,2,20400.0,4080.0,2024-11-17,Cancelled,Referral,,,0.1361,GBP,1.0,Dietary requirements,Y,2024-11-24,Work commitments,ec27d53356f8192fd3205c85149ce534
BKG004533,CUS01440,PKG0066,2023-08-29,2024-04-20,2024-05-09,2,14100.0,2820.0,2024-01-21,Completed,Phone,AGT006,,0.2132,GBP,1.0,,Y,,,6576644efa6810cb945a5f1aefd8c235
BKG004534,CUS00575,PKG0038,2022-01-03,2022-05-14,2022-05-26,1,32200.0,6440.0,2022-02-13,Completed,Online,,,0.1217,GBP,1.0,Wheelchair accessible,N,,,9ac8b9bb504a556081b09b1cc39c2718
BKG004535,CUS01378,PKG0176,2024-01-11,2024-03-31,2024-04-16,2,39100.0,7820.0,2024-01-01,Completed,Phone,,,0.2717,GBP,1.0,Dietary requirements,Y,,,ef2a44ebbb267b27891733d47d28e0e5
BKG004536,CUS01239,PKG0184,2023-03-15,2023-07-23,2023-08-04,2,7900.0,1580.0,2023-04-24,Completed,Phone,AGT015,,0.2648,GBP,1.0,,N,,,bf1979a4693ecbfd3a42cf2c2bb2a557
BKG004537,CUS01609,PKG0176,2022-01-06,2022-02-24,2022-03-06,4,45000,9000.0,2021-11-26,Completed,Referral,,,0.2295,GBP,1.0,Wheelchair accessible,N,,,2f48fcc2ef799461d31fdadec8ea78e8
BKG004538,CUS01174,PKG0021,2022-07-13,2023-01-06,2023-01-19,2,13300.0,2660.0,2022-10-08,Completed,Online,AGT017,,0.2111,GBP,1.0,,Y,,,578a0b643a975a85986f84686df8d1c0
BKG004539,CUS01694,PKG0039,2024-11-16,2025-03-04,2025-03-11,2,28200.0,5640.0,2024-12-04,Completed,Online,AGT001,,0.1311,GBP,1.0,,Y,,,f75ed1fa42ee0a977be5de308ffb3436
BKG004540,CUS00840,PKG0142,2022-11-10,2023-02-12,2023-02-27,2,26800.0,5360.0,2022-11-14,Completed,Online,AGT019,,0.2788,GBP,1.0,Anniversary surprise,N,,,cd6cb1443cecade6c408d63f432d8f1b
BKG004541,CUS01848,PKG0062,2022-05-16,2023-01-07,2023-01-24,2,24200.0,4840.0,2022-10-09,Completed,Online,AGT003,,0.1508,GBP,1.0,Wheelchair accessible,N,,,f23061eee58ee14c0d21ad7751904b47
BKG004542,CUS01170,PKG0108,2023-05-17,2023-07-30,2023-08-11,4,45000,9000.0,2023-05-01,Cancelled,Online,,,0.2373,GBP,1.0,,N,2023-06-11,Financial,db461d01e7621e642fa8a154fce53e4f
BKG004543,CUS01328,PKG0036,2024-10-03,2025-03-25,2025-04-05,2,17700.0,3540.0,2024-12-25,Completed,Phone,,,0.1272,GBP,1.0,,Y,,,3f31bde609a3ea071abdea072d15800e
BKG004544,CUS00840,PKG0044,2024-03-19,2024-10-31,2024-11-10,4,45000,9000.0,2024-08-02,Cancelled,Phone,AGT003,,0.1253,GBP,1.0,,N,2024-04-15,Work commitments,8921c6788f638a4b670323ea83886ac0
BKG004545,CUS01846,PKG0195,2023-01-02,2023-05-25,2023-06-13,2,9500.0,1900.0,2023-02-24,Completed,Phone,AGT008,,0.1262,GBP,1.0,,Y,,,ebc903a509551b6ceb4edc6983cd23b6
BKG004546,CUS01759,PKG0158,2024-08-24,2024-12-30,2025-01-16,1,17400.0,3480.0,2024-10-01,Completed,Phone,AGT019,,0.273,GBP,1.0,,Y,,,29f38d475a8c8903a1caedaed66e8f55
BKG004547,CUS00884,PKG0029,2023-10-29,2023-12-23,2024-01-03,3,8000.0,1600.0,2023-09-24,Completed,Referral,AGT017,,0.1261,GBP,1.0,,Y,,,8d9636d97f853a14eef5b67ec2a2e242
BKG004548,CUS00211,PKG0041,2024-04-19,2024-11-18,2024-12-08,3,31400.0,6280.0,2024-08-20,Completed,Online,AGT020,,0.1238,GBP,1.0,Sea view room,N,,,b41a5da4541fe2e4ab7cc386d0e8cfa2
BKG004549,CUS01032,PKG0197,2023-10-09,2024-05-13,2024-05-24,4,45000,9000.0,2024-02-13,Completed,Agent,AGT004,,0.2335,GBP,1.0,,Y,,,1fe3b5ddde27694f32f455198c99173e
BKG004550,CUS01801,PKG0009,2024-05-17,2024-12-05,2024-12-26,2,13400.0,2680.0,2024-09-06,Completed,Agent,AGT019,,0.2018,GBP,1.0,Wheelchair accessible,Y,,,1a932e7b285fc560df32efa13d9d2035
BKG004551,CUS00184,PKG0035,2024-06-30,2024-09-05,2024-09-13,2,13400.0,2680.0,2024-06-07,Completed,Agent,AGT020,,0.1312,GBP,1.0,,Y,,,5dd80e218e31b199fa2983581a0da6ae
BKG004552,CUS00056,PKG0153,2022-11-26,2023-01-11,2023-01-20,2,17400.0,3480.0,2022-10-13,Completed,Referral,AGT013,,0.2725,GBP,1.0,,Y,,,2259b6080ee25342136871be8c07a4d3
BKG004553,CUS00960,PKG0008,2022-03-14,2022-05-11,2022-05-25,2,11800.0,2360.0,2022-02-10,Completed,Agent,AGT019,,0.2195,GBP,1.0,Wheelchair accessible,Y,,,ff567074a76f17d4e014bb536983aa54
BKG004554,CUS00497,PKG0124,2023-10-01,2024-05-16,2024-05-30,2,11900.0,2380.0,2024-02-16,Completed,Agent,AGT006,,0.1991,GBP,1.0,Wheelchair accessible,Y,,,dc131038c77cb9fe3f9cf3613d1fd494
BKG004555,CUS01030,PKG0033,2022-02-26,2022-10-20,2022-11-07,2,10000.0,2000.0,2022-07-22,Completed,Phone,AGT003,,0.1574,GBP,1.0,Dietary requirements,Y,,,c4ad732d342c4a50311598935c1495cf
BKG004556,CUS00939,PKG0107,2023-04-01,2023-07-06,2023-07-18,2,16300.0,3260.0,2023-04-07,Cancelled,Online,AGT016,,0.2386,GBP,1.0,,Y,2023-04-15,Financial,0ffdf6086265b138610ed08442f07b4a
BKG004557,CUS00425,PKG0092,2024-02-06,2024-03-24,2024-04-14,2,23600.0,4720.0,2023-12-25,Completed,Agent,AGT011,,0.2163,GBP,1.0,Dietary requirements,Y,,,2d49d5d082a1446a9cff5d4fedc546eb
BKG004558,CUS01938,PKG0146,2024-04-24,2024-10-31,2024-11-13,2,12800.0,2560.0,2024-08-02,Completed,Online,AGT014,,0.2778,GBP,1.0,Dietary requirements,Y,,,b6599e0a6c699c492ec726d0d73962f9
BKG004559,CUS01683,PKG0103,2023-10-26,2024-07-06,2024-07-14,2,10200.0,2040.0,2024-04-07,Completed,Agent,AGT009,,0.1878,GBP,1.0,Anniversary surprise,Y,,,ac1a52bad4b0805a167d895491a7d65e
BKG004560,CUS00088,PKG0124,2023-01-12,2023-07-26,2023-08-16,2,10300.0,2060.0,2023-04-27,Completed,Online,AGT008,,0.1791,GBP,1.0,Sea view room,N,,,49d56f26aadffaffe6478f316fec8089
BKG004561,CUS00026,PKG0057,2023-10-07,2023-11-23,2023-12-08,2,35700.0,7140.0,2023-08-25,Completed,Online,AGT016,,0.1601,GBP,1.0,,Y,,,28396ca10928004f66c22be85a7e0a73
BKG004562,CUS00594,PKG0159,2022-01-11,2022-08-20,2022-09-07,1,10700.0,2140.0,2022-05-22,Cancelled,Online,AGT005,,0.2518,GBP,1.0,,Y,2022-01-30,Medical,a6035078317a8b92e5038ebc9b555fbe
BKG004563,CUS00766,PKG0064,2024-04-04,2024-07-26,2024-08-02,4,45000,9000.0,2024-04-27,Completed,Referral,AGT008,,0.1978,GBP,1.0,Anniversary surprise,Y,,,3f060761c122a3c8c72d2a2ea1615bb9
BKG004564,CUS01221,PKG0029,2024-01-02,2024-02-20,2024-03-10,6,20100.0,4020.0,2023-11-22,Completed,Online,AGT011,,0.1792,GBP,1.0,,Y,,,b9a12331043b4e6fc275db80c5201b46
BKG004565,CUS01377,PKG0013,2024-04-16,2024-08-17,2024-08-30,2,33000.0,6600.0,2024-05-19,Completed,Phone,AGT002,,0.1435,GBP,1.0,,Y,,,75fe937458b61500e7d318e86981996c
BKG004566,CUS00452,PKG0144,2024-08-30,2025-03-25,2025-04-11,2,12400.0,2480.0,2024-12-25,Completed,Online,AGT011,,0.1983,GBP,1.0,Dietary requirements,Y,,,add50fadbe91bf83834a23b5b61bc686
BKG004567,CUS00304,PKG0060,2022-01-19,2022-05-30,2022-06-14,2,29500.0,5900.0,2022-03-01,Completed,Referral,AGT019,,0.1571,GBP,1.0,Anniversary surprise,Y,,,e9487f96374fd1f25950256c5113cbe2
BKG004568,CUS01065,PKG0156,2022-03-08,2022-08-16,2022-09-06,4,37500.0,7500.0,2022-05-18,Completed,Phone,AGT003,,0.2746,GBP,1.0,Anniversary surprise,N,,,649043b37abf2eb523700bb3e273b14a
BKG004569,CUS01480,PKG0160,2022-10-31,2023-01-31,2023-02-12,2,25800.0,5160.0,2022-11-02,Completed,Phone,AGT018,,0.2315,GBP,1.0,Anniversary surprise,Y,,,83be429e0754b75a55b058996002816a
BKG004570,CUS01340,PKG0081,2024-12-29,2025-05-24,2025-06-01,2,6500.0,1300.0,2025-02-23,Completed,Phone,,,0.2184,GBP,1.0,,Y,,,c0549793509587d0ec0c0d5f0296f755
