interaction_id,customer_id,interaction_date,interaction_time,channel,interaction_type,duration_mins,outcome,agent_id,destination_interest,budget_range,travel_party_size,referral_source,is_converted
INT0007144,CUS01548,2024-12-02,13:15,Web,Enquiry,7,Converted,,Safari Tanzania,"£20,000+",3,Word of mouth,Y
INT0007145,CUS01073,2023-01-18,15:15,Web,Booking,8,Converted,AGT008,Bora Bora,"£20,000+",1,Google,Y
INT0007146,CUS00067,2024-05-23,09:30,WhatsApp,Quote,6,No-action,,Galápagos,"£3,000 - £5,000",1,Google,N
INT0007147,CUS00468,2024-07-22,12:30,Web,Post-trip,12,Resolved,AGT002,Seychelles,"£3,000 - £5,000",2,,N
INT0007148,CUS00203,2023-03-24,14:30,In-Store,Post-trip,29,Resolved,AGT020,Svalbard,"£10,000 - £20,000",4,Travel agent,N
INT0007149,CUS01834,2023-03-31,17:30,Phone,Enquiry,8,No-action,AGT016,Iceland,"£5,000 - £10,000",4,Repeat customer,N
INT0007150,CUS00275,2022-07-18,10:15,Web,Enquiry,13,No-action,AGT013,Japan,"£10,000 - £20,000",2,Word of mouth,N
INT0007151,CUS00650,2024-05-03,16:45,Web,Enquiry,11,Converted,AGT003,Vietnam,"£20,000+",6,Repeat customer,Y
INT0007152,CUS01473,2023-08-09,13:45,Email,Booking,2,Converted,AGT007,Sri Lanka,"£10,000 - £20,000",2,Social media,Y
INT0007153,CUS01432,2022-12-14,12:15,Web,Complaint,8,Follow-up,AGT019,Patagonia,"£5,000 - £10,000",4,Google,N
INT0007154,CUS00480,2023-08-23,10:30,WhatsApp,Enquiry,8,Follow-up,AGT006,Tuscany,"£10,000 - £20,000",6,Google,N
INT0007155,CUS00783,2023-08-29,14:00,Web,Quote,18,Converted,AGT016,Sri Lanka,"£20,000+",1,Travel agent,Y
INT0007156,CUS00225,2024-05-05,12:00,Email,Quote,4,Converted,AGT019,Santorini,"£20,000+",3,Google,Y
INT0007157,CUS00038,2024-06-25,17:30,Phone,Booking,24,Converted,,Japan Winter,"£3,000 - £5,000",6,Social media,Y
INT0007158,CUS00440,2022-07-20,11:30,Web,Quote,8,Converted,AGT019,Amalfi Coast,"£5,000 - £10,000",1,,Y
INT0007159,CUS01700,2024-08-05,17:00,Email,Enquiry,8,Follow-up,AGT018,Vietnam,"£5,000 - £10,000",5,Word of mouth,N
INT0007160,CUS00972,2023-07-25,15:45,Phone,Post-trip,36,Resolved,AGT008,Kerala,"£3,000 - £5,000",3,Repeat customer,N
INT0007161,CUS01509,2023-01-01,10:45,Email,Enquiry,14,Follow-up,AGT005,Rajasthan,"£20,000+",1,,N
INT0007162,CUS01806,2023-05-08,09:00,Web,Quote,7,Follow-up,AGT006,Safari Kenya,"£20,000+",1,Travel agent,N
INT0007163,CUS00687,2024-08-18,12:30,Phone,Booking,49,Converted,,New Zealand,"£5,000 - £10,000",2,Repeat customer,Y
INT0007164,CUS01434,2023-09-02,09:15,Web,Quote,9,Follow-up,AGT006,Safari Kenya,"£20,000+",5,Travel agent,N
INT0007165,CUS01566,2022-06-20,16:45,WhatsApp,Quote,16,Converted,,Maldives,"£5,000 - £10,000",2,Google,Y
INT0007166,CUS01908,2022-11-13,09:15,Email,Enquiry,10,Converted,,Amalfi Coast,"£3,000 - £5,000",5,Social media,Y
INT0007167,CUS00562,2024-11-17,11:45,WhatsApp,Enquiry,13,No-action,AGT013,Norway Fjords,"£10,000 - £20,000",3,Repeat customer,N
INT0007168,CUS00676,2023-09-20,09:30,Email,Quote,15,Follow-up,AGT009,Bali,"£20,000+",6,Social media,N
INT0007169,CUS01677,2022-12-06,11:45,WhatsApp,Enquiry,20,No-action,AGT006,Bali,"£3,000 - £5,000",3,,N
INT0007170,CUS00614,2022-09-01,10:30,Phone,Enquiry,49,Follow-up,AGT006,Cambodia,"£5,000 - £10,000",1,,N
INT0007171,CUS01327,2022-04-24,14:45,Web,Quote,3,Follow-up,,Rajasthan,"£10,000 - £20,000",2,Google,N
INT0007172,CUS01081,2022-09-22,13:30,In-Store,Enquiry,32,Converted,AGT012,Norway Fjords,"£20,000+",3,,Y
INT0007173,CUS01405,2024-08-11,10:15,Phone,Enquiry,58,No-action,,Cambodia,"£3,000 - £5,000",1,,N
INT0007174,CUS01919,2023-04-12,13:15,Email,Enquiry,17,No-action,,Alaska Cruise,"£3,000 - £5,000",2,Repeat customer,N
INT0007175,CUS00442,2022-07-30,11:15,Web,Enquiry,7,No-action,,Patagonia,"£20,000+",2,Repeat customer,N
INT0007176,CUS00248,2022-02-08,16:15,Email,Enquiry,15,Follow-up,AGT009,Japan,"£20,000+",3,Google,N
INT0007177,CUS00679,2024-11-14,11:30,Phone,Quote,31,Follow-up,AGT019,Santorini,"£10,000 - £20,000",1,,N
INT0007178,CUS01886,2023-02-12,17:00,Web,Enquiry,4,No-action,,Machu Picchu,"£3,000 - £5,000",3,Travel agent,N
INT0007179,CUS00053,2022-08-25,17:45,In-Store,Quote,15,Follow-up,AGT019,Cambodia,"£3,000 - £5,000",3,,N
INT0007180,CUS01843,2023-03-23,10:30,Email,Enquiry,3,No-action,AGT018,Svalbard,"£3,000 - £5,000",2,,N
INT0007181,CUS00407,2022-10-13,15:45,In-Store,Quote,9,No-action,AGT005,Bali,"£20,000+",6,Travel agent,N
INT0007182,CUS01309,2024-10-05,11:00,Email,Post-trip,5,Follow-up,,Cinque Terre,"£5,000 - £10,000",1,,N
INT0007183,CUS00869,2022-08-12,10:30,Phone,Quote,15,Converted,,Bora Bora,"£5,000 - £10,000",4,Google,Y
INT0007184,CUS00923,2024-07-31,16:45,WhatsApp,Enquiry,20,Follow-up,,Maldives,"£3,000 - £5,000",1,Word of mouth,N
INT0007185,CUS01283,2024-05-02,15:15,WhatsApp,Enquiry,12,No-action,,Vietnam,"£10,000 - £20,000",1,Travel agent,N
INT0007186,CUS01738,2024-04-15,14:15,Phone,Enquiry,58,No-action,AGT015,Vietnam,"£5,000 - £10,000",2,Word of mouth,N
INT0007187,CUS01970,2024-10-14,14:30,Web,Quote,14,Follow-up,AGT006,Safari Kenya,"£20,000+",1,Repeat customer,N
INT0007188,CUS00598,2023-04-09,16:30,Web,Enquiry,12,Follow-up,,Bali,"£10,000 - £20,000",3,Google,N
INT0007189,CUS00785,2022-06-27,09:15,Email,Quote,5,Converted,AGT002,Machu Picchu,"£3,000 - £5,000",6,Social media,Y
INT0007190,CUS01083,2023-08-10,15:30,Phone,Quote,33,Converted,,Galápagos,"£10,000 - £20,000",3,,Y
INT0007191,CUS00743,2023-04-11,13:45,In-Store,Quote,20,No-action,AGT018,Patagonia,"£5,000 - £10,000",3,,N
INT0007192,CUS01009,2024-01-01,12:15,Phone,Enquiry,59,Follow-up,AGT006,Patagonia,"£5,000 - £10,000",2,Repeat customer,N
INT0007193,CUS00188,2022-02-20,13:15,In-Store,Enquiry,22,Follow-up,,Seychelles,"£10,000 - £20,000",6,Travel agent,N
INT0007194,CUS00293,2023-03-14,14:00,WhatsApp,Enquiry,14,No-action,AGT016,Svalbard,"£10,000 - £20,000",3,Repeat customer,N
INT0007195,CUS00599,2023-06-11,10:30,Web,Quote,4,Follow-up,,Machu Picchu,"£5,000 - £10,000",1,Travel agent,N
INT0007196,CUS00841,2024-12-26,17:30,Email,Quote,10,No-action,AGT001,Svalbard,"£3,000 - £5,000",6,Google,N
INT0007197,CUS01848,2023-01-19,09:00,Email,Booking,19,Converted,,Maldives,"£10,000 - £20,000",5,Repeat customer,Y
INT0007198,CUS01221,2023-01-25,15:15,Web,Enquiry,6,Follow-up,,Amalfi Coast,"£20,000+",5,Repeat customer,N
INT0007199,CUS01643,2024-05-09,12:00,Phone,Quote,57,Follow-up,AGT010,Australia,"£20,000+",5,Word of mouth,N
INT0007200,CUS00048,2024-03-15,12:45,Phone,Quote,12,Follow-up,,Patagonia,"£20,000+",5,,N
INT0007201,CUS00713,2024-04-04,17:45,In-Store,Booking,23,Converted,,Japan,"£5,000 - £10,000",2,,Y
INT0007202,CUS00554,2022-12-25,17:30,Web,Enquiry,17,Converted,AGT013,Norway Fjords,"£20,000+",6,Travel agent,Y
INT0007203,CUS00298,2022-04-21,12:15,Web,Quote,12,Follow-up,AGT007,New Zealand,"£10,000 - £20,000",1,Social media,N
INT0007204,CUS01674,2022-01-04,13:15,Email,Enquiry,13,Converted,,Japan,"£5,000 - £10,000",4,Social media,Y
INT0007205,CUS01957,2024-10-30,09:00,Phone,Enquiry,40,Converted,,Alaska Cruise,"£5,000 - £10,000",4,Travel agent,Y
INT0007206,CUS00446,2024-04-09,17:45,Phone,Enquiry,44,Follow-up,AGT017,Seychelles,"£3,000 - £5,000",5,Word of mouth,N
INT0007207,CUS00664,2024-01-03,13:30,Web,Quote,6,Follow-up,,Amalfi Coast,"£20,000+",3,Google,N
INT0007208,CUS00794,2023-04-29,17:00,Phone,Enquiry,6,Follow-up,AGT011,Norway Fjords,"£5,000 - £10,000",6,Word of mouth,N
INT0007209,CUS01545,2024-09-12,10:30,Email,Enquiry,16,Follow-up,AGT001,Cinque Terre,"£10,000 - £20,000",6,Travel agent,N
INT0007210,CUS01572,2022-05-24,14:15,Email,Booking,19,Converted,AGT008,Machu Picchu,"£10,000 - £20,000",5,Repeat customer,Y
INT0007211,CUS00656,2024-12-06,16:45,Phone,Enquiry,29,No-action,,Amalfi Coast,"£5,000 - £10,000",3,,N
INT0007212,CUS00388,2022-11-18,10:15,In-Store,Quote,11,Converted,AGT014,Maldives,"£3,000 - £5,000",3,,Y
INT0007213,CUS00662,2022-07-15,14:30,Web,Booking,8,Converted,AGT007,Phuket,"£10,000 - £20,000",4,Social media,Y
INT0007214,CUS01428,2024-01-24,16:00,In-Store,Booking,16,Converted,AGT012,Bora Bora,"£5,000 - £10,000",1,Travel agent,Y
INT0007215,CUS00455,2024-05-29,11:30,WhatsApp,Post-trip,2,Resolved,AGT008,Amalfi Coast,"£3,000 - £5,000",6,Word of mouth,N
INT0007216,CUS00360,2023-08-07,13:15,Web,Enquiry,12,Follow-up,,Canada Rockies,"£3,000 - £5,000",2,Google,N
INT0007217,CUS00715,2023-11-05,11:00,Web,Quote,20,Converted,AGT007,Phuket,"£5,000 - £10,000",6,Repeat customer,Y
INT0007218,CUS01968,2023-07-04,14:00,WhatsApp,Post-trip,6,Follow-up,,Santorini,"£3,000 - £5,000",6,Word of mouth,N
INT0007219,CUS00004,2022-03-12,09:45,Phone,Post-trip,11,Resolved,,Seychelles,"£5,000 - £10,000",2,Repeat customer,N
INT0007220,CUS01509,2023-11-19,12:45,Email,Enquiry,20,Follow-up,,Seychelles,"£3,000 - £5,000",5,Repeat customer,N
INT0007221,CUS01651,2024-09-25,15:45,In-Store,Booking,19,Converted,AGT019,Safari Kenya,"£5,000 - £10,000",6,Repeat customer,Y
INT0007222,CUS01882,2024-06-01,10:00,In-Store,Post-trip,30,Follow-up,AGT015,Peru,"£3,000 - £5,000",5,Travel agent,N
INT0007223,CUS00379,2023-08-02,12:45,Phone,Quote,22,Follow-up,AGT012,Norway Fjords,"£3,000 - £5,000",2,Google,N
INT0007224,CUS00174,2022-06-15,17:30,Web,Quote,15,No-action,,Santorini,"£3,000 - £5,000",4,Word of mouth,N
INT0007225,CUS00448,2023-01-11,12:00,Phone,Quote,13,Follow-up,AGT006,Seychelles,"£3,000 - £5,000",5,Travel agent,N
INT0007226,CUS01205,2023-07-06,17:30,In-Store,Post-trip,26,No-action,AGT020,New Zealand,"£10,000 - £20,000",5,,N
INT0007227,CUS00672,2024-04-07,15:45,Email,Complaint,15,Converted,AGT004,Cambodia,"£10,000 - £20,000",5,Repeat customer,Y
INT0007228,CUS00388,2024-05-08,12:30,Web,Complaint,11,Follow-up,AGT005,Rajasthan,"£5,000 - £10,000",1,Social media,N
INT0007229,CUS01053,2023-11-21,15:45,Web,Quote,9,Converted,AGT016,Peru,"£3,000 - £5,000",1,,Y
INT0007230,CUS00659,2022-02-20,12:45,Phone,Quote,16,Converted,AGT016,Japan Winter,"£20,000+",6,Google,Y
INT0007231,CUS01244,2022-01-24,14:00,Email,Enquiry,5,Follow-up,AGT013,Vietnam,"£10,000 - £20,000",2,,N
INT0007232,CUS01695,2022-11-12,11:45,Web,Quote,10,Converted,,Canada Rockies,"£10,000 - £20,000",3,Repeat customer,Y
INT0007233,CUS01192,2022-05-05,17:45,WhatsApp,Enquiry,7,Converted,AGT008,Norway Fjords,"£20,000+",1,Word of mouth,Y
INT0007234,CUS01032,2024-05-18,14:30,Web,Enquiry,11,No-action,AGT019,Cambodia,"£10,000 - £20,000",4,Social media,N
INT0007235,CUS01915,2022-04-04,09:45,Phone,Quote,32,No-action,,Safari Tanzania,"£5,000 - £10,000",3,Travel agent,N
INT0007236,CUS00936,2022-03-06,13:00,Web,Booking,19,Converted,AGT006,Bora Bora,"£5,000 - £10,000",3,,Y
INT0007237,CUS00014,2023-05-27,09:15,Email,Quote,7,Converted,AGT010,Canada Rockies,"£5,000 - £10,000",2,Travel agent,Y
INT0007238,CUS01757,2024-11-06,09:45,WhatsApp,Enquiry,15,Follow-up,AGT016,Iceland,"£3,000 - £5,000",5,Google,N
INT0007239,CUS01110,2024-04-15,11:15,Email,Enquiry,10,Converted,,Phuket,"£5,000 - £10,000",6,Repeat customer,Y
INT0007240,CUS00110,2023-09-27,15:30,Email,Post-trip,20,Follow-up,AGT016,Safari Kenya,"£10,000 - £20,000",3,,N
INT0007241,CUS00034,2022-05-09,17:00,Web,Quote,7,Follow-up,AGT014,Peru,"£20,000+",6,Google,N
INT0007242,CUS01052,2023-02-19,17:30,Phone,Quote,16,Follow-up,,Peru,"£10,000 - £20,000",2,,N
INT0007243,CUS01674,2023-07-27,16:30,In-Store,Enquiry,33,No-action,AGT013,Galápagos,"£10,000 - £20,000",6,Word of mouth,N
INT0007244,CUS01744,2022-05-11,13:30,Web,Post-trip,2,Resolved,,Japan Winter,"£3,000 - £5,000",6,Social media,N
INT0007245,CUS00941,2024-04-19,13:30,Web,Booking,10,Converted,,Australia,"£3,000 - £5,000",3,,Y
INT0007246,CUS00806,2024-06-19,10:15,Web,Quote,6,No-action,,Seychelles,"£5,000 - £10,000",3,,N
INT0007247,CUS01829,2022-04-05,14:15,Email,Complaint,19,Follow-up,AGT018,Galápagos,"£10,000 - £20,000",4,Social media,N
INT0007248,CUS01696,2023-11-27,12:00,Email,Quote,16,No-action,AGT010,Japan,"£20,000+",4,,N
INT0007249,CUS00843,2023-11-21,09:30,Email,Quote,4,Follow-up,,Maldives,"£10,000 - £20,000",4,,N
INT0007250,CUS01212,2024-11-27,09:15,In-Store,Enquiry,44,No-action,,Svalbard,"£20,000+",1,Travel agent,N
INT0007251,CUS01313,2022-04-08,17:15,Email,Enquiry,17,No-action,AGT003,Japan Winter,"£5,000 - £10,000",1,Word of mouth,N
INT0007252,CUS01145,2023-12-11,13:45,In-Store,Quote,46,Follow-up,,Australia,"£10,000 - £20,000",3,Google,N
INT0007253,CUS00094,2022-01-19,14:00,WhatsApp,Enquiry,13,No-action,,Cinque Terre,"£3,000 - £5,000",1,,N
INT0007254,CUS01958,2022-10-29,14:15,Web,Enquiry,6,No-action,AGT015,Botswana Safari,"£20,000+",1,Travel agent,N
INT0007255,CUS01178,2023-12-28,15:15,Email,Post-trip,15,Resolved,,Japan Winter,"£5,000 - £10,000",2,,N
INT0007256,CUS01737,2023-01-26,14:00,Web,Quote,4,No-action,,Iceland,"£3,000 - £5,000",3,,N
INT0007257,CUS00489,2022-02-16,11:15,WhatsApp,Enquiry,11,No-action,AGT020,Japan,"£20,000+",2,Repeat customer,N
INT0007258,CUS01249,2024-08-12,15:30,Phone,Quote,18,Converted,AGT012,Safari Tanzania,"£3,000 - £5,000",6,,Y
INT0007259,CUS01832,2022-12-08,15:15,Email,Booking,14,Converted,,Safari Kenya,"£10,000 - £20,000",4,Travel agent,Y
INT0007260,CUS01100,2023-08-28,16:45,WhatsApp,Quote,20,Follow-up,,Canada Rockies,"£3,000 - £5,000",5,Google,N
INT0007261,CUS01623,2022-02-07,16:30,Web,Quote,5,Follow-up,,Tuscany,"£10,000 - £20,000",6,Travel agent,N
INT0007262,CUS01327,2023-12-03,12:15,Phone,Complaint,39,Follow-up,,Maldives,"£3,000 - £5,000",3,Word of mouth,N
INT0007263,CUS00083,2023-10-05,17:00,Web,Booking,11,Converted,,Santorini,"£20,000+",1,Travel agent,Y
INT0007264,CUS01516,2022-05-23,10:45,Phone,Enquiry,43,Converted,AGT001,Japan Winter,"£10,000 - £20,000",1,Google,Y
INT0007265,CUS01137,2023-06-07,14:00,Phone,Enquiry,35,Follow-up,AGT018,Safari Tanzania,"£3,000 - £5,000",5,Social media,N
INT0007266,CUS01735,2023-03-21,13:00,Phone,Enquiry,55,No-action,AGT010,Canada Rockies,"£5,000 - £10,000",6,Repeat customer,N
INT0007267,CUS01692,2024-09-03,16:45,Phone,Quote,45,No-action,,Safari Tanzania,"£5,000 - £10,000",3,Word of mouth,N
INT0007268,CUS00786,2023-11-14,09:00,Web,Enquiry,4,Converted,AGT008,Australia,"£5,000 - £10,000",4,Google,Y
INT0007269,CUS01568,2022-02-10,15:00,Email,Quote,6,Converted,AGT014,Svalbard,"£3,000 - £5,000",2,Travel agent,Y
INT0007270,CUS01470,2023-12-14,13:15,Phone,Post-trip,28,Resolved,AGT007,Tuscany,"£5,000 - £10,000",4,Word of mouth,N
INT0007271,CUS00967,2022-12-06,13:30,Web,Enquiry,8,Follow-up,AGT011,Amalfi Coast,"£5,000 - £10,000",2,Google,N
INT0007272,CUS01253,2024-05-14,15:45,Email,Enquiry,20,Follow-up,AGT009,Japan Winter,"£10,000 - £20,000",3,Word of mouth,N
INT0007273,CUS00829,2023-11-15,10:45,Web,Enquiry,19,Follow-up,AGT016,Rajasthan,"£5,000 - £10,000",1,Travel agent,N
INT0007274,CUS00712,2022-12-30,17:30,Email,Enquiry,12,No-action,,Svalbard,"£5,000 - £10,000",1,Word of mouth,N
INT0007275,CUS00741,2023-12-12,15:45,Web,Complaint,12,Follow-up,,Santorini,"£3,000 - £5,000",2,Social media,N
INT0007276,CUS01493,2024-03-20,16:00,WhatsApp,Enquiry,8,Follow-up,,Kerala,"£10,000 - £20,000",1,Travel agent,N
INT0007277,CUS01233,2024-07-22,09:30,Web,Quote,12,No-action,,New Zealand,"£5,000 - £10,000",6,Word of mouth,N
INT0007278,CUS00183,2023-12-13,12:15,Phone,Post-trip,16,Follow-up,AGT018,Patagonia,"£3,000 - £5,000",5,Social media,N
INT0007279,CUS00097,2023-07-09,13:30,Web,Quote,8,Converted,AGT008,Cinque Terre,"£20,000+",2,Repeat customer,Y
INT0007280,CUS01128,2022-02-14,13:15,Web,Quote,12,Follow-up,AGT006,Safari Tanzania,"£3,000 - £5,000",6,Word of mouth,N
INT0007281,CUS00361,2024-01-13,10:30,Web,Enquiry,13,Follow-up,AGT003,Cinque Terre,"£3,000 - £5,000",6,Travel agent,N
INT0007282,CUS00523,2024-05-13,16:15,Phone,Quote,13,Converted,,Cinque Terre,"£3,000 - £5,000",5,Google,Y
INT0007283,CUS01092,2023-03-08,12:30,WhatsApp,Enquiry,2,Follow-up,,Vietnam,"£3,000 - £5,000",1,Social media,N
INT0007284,CUS01538,2023-09-08,17:45,Email,Enquiry,14,No-action,,Alaska Cruise,"£3,000 - £5,000",5,,N
INT0007285,CUS01600,2023-03-18,16:00,Phone,Enquiry,17,Follow-up,,Botswana Safari,"£5,000 - £10,000",1,Travel agent,N
INT0007286,CUS00315,2023-06-18,10:15,Web,Enquiry,16,Converted,,Bali,"£10,000 - £20,000",4,,Y
INT0007287,CUS01099,2024-08-11,10:15,Web,Enquiry,13,No-action,AGT010,Tuscany,"£10,000 - £20,000",1,Travel agent,N
INT0007288,CUS01724,2022-11-30,17:00,Phone,Quote,53,Converted,AGT019,Vietnam,"£20,000+",2,Google,Y
INT0007289,CUS01369,2022-12-23,13:15,Phone,Quote,28,Converted,AGT012,Rajasthan,"£5,000 - £10,000",3,Word of mouth,Y
INT0007290,CUS00847,2023-07-13,12:15,Phone,Enquiry,22,Follow-up,AGT001,Patagonia,"£20,000+",2,,N
INT0007291,CUS00728,2024-03-25,15:30,Email,Post-trip,4,Resolved,AGT004,Santorini,"£3,000 - £5,000",4,,N
INT0007292,CUS01438,2023-06-15,13:00,Web,Enquiry,7,Follow-up,AGT011,Kerala,"£10,000 - £20,000",4,Google,N
INT0007293,CUS01790,2023-07-28,17:00,Email,Enquiry,20,Converted,,Amalfi Coast,"£10,000 - £20,000",1,Google,Y
INT0007294,CUS01322,2022-08-30,09:15,Web,Quote,10,Follow-up,AGT012,Patagonia,"£3,000 - £5,000",5,Google,N
INT0007295,CUS00423,2023-01-18,16:30,Email,Enquiry,4,Converted,AGT007,Safari Tanzania,"£10,000 - £20,000",5,Word of mouth,Y
INT0007296,CUS00239,2024-05-06,09:15,Email,Quote,15,Converted,AGT019,Australia,"£20,000+",4,,Y
INT0007297,CUS01764,2024-04-26,13:15,Web,Quote,19,Follow-up,AGT008,Machu Picchu,"£10,000 - £20,000",1,Repeat customer,N
INT0007298,CUS00508,2024-08-11,10:45,Email,Enquiry,17,Converted,,Cinque Terre,"£3,000 - £5,000",2,Google,Y
INT0007299,CUS01516,2024-01-02,11:45,Phone,Enquiry,25,No-action,AGT001,Safari Kenya,"£3,000 - £5,000",3,,N
INT0007300,CUS00155,2022-10-13,16:45,Web,Enquiry,18,No-action,AGT009,Kerala,"£5,000 - £10,000",2,,N
INT0007301,CUS00869,2023-12-10,13:00,Phone,Quote,9,Follow-up,,Phuket,"£3,000 - £5,000",3,Google,N
INT0007302,CUS01779,2024-08-12,15:30,In-Store,Enquiry,21,No-action,,Canada Rockies,"£3,000 - £5,000",4,Google,N
INT0007303,CUS01034,2023-11-02,11:15,Phone,Enquiry,60,Converted,,Cinque Terre,"£3,000 - £5,000",3,,Y
INT0007304,CUS01886,2024-06-27,15:15,Web,Quote,7,Converted,AGT007,Norway Fjords,"£10,000 - £20,000",4,Repeat customer,Y
INT0007305,CUS01067,2023-03-22,14:30,Phone,Enquiry,37,No-action,AGT017,Rajasthan,"£5,000 - £10,000",6,Word of mouth,N
INT0007306,CUS00032,2024-02-09,17:45,Web,Enquiry,9,No-action,,Japan,"£5,000 - £10,000",4,Google,N
INT0007307,CUS01211,2024-01-05,13:00,Email,Quote,2,Converted,AGT007,Bali,"£3,000 - £5,000",5,Word of mouth,Y
INT0007308,CUS00756,2022-02-08,16:45,Phone,Quote,47,Follow-up,,Bali,"£5,000 - £10,000",4,Travel agent,N
INT0007309,CUS00921,2022-02-14,11:15,Web,Complaint,8,No-action,AGT017,Bora Bora,"£10,000 - £20,000",2,Social media,N
INT0007310,CUS01802,2022-02-08,16:00,Web,Enquiry,5,Follow-up,,Phuket,"£10,000 - £20,000",5,Repeat customer,N
INT0007311,CUS01073,2023-01-26,16:45,Phone,Enquiry,34,Converted,,Vietnam,"£5,000 - £10,000",1,Word of mouth,Y
INT0007312,CUS00758,2023-10-10,12:30,In-Store,Quote,49,Converted,AGT014,Japan Winter,"£20,000+",1,Google,Y
INT0007313,CUS01825,2024-11-04,14:45,In-Store,Quote,30,No-action,AGT002,Canada Rockies,"£5,000 - £10,000",1,Social media,N
INT0007314,CUS00964,2023-08-24,11:00,Email,Quote,10,No-action,AGT001,Santorini,"£5,000 - £10,000",3,Word of mouth,N
INT0007315,CUS00723,2022-10-27,12:30,WhatsApp,Enquiry,12,Follow-up,AGT016,Patagonia,"£20,000+",3,Social media,N
INT0007316,CUS01778,2024-12-01,11:45,Email,Enquiry,20,No-action,,New Zealand,"£5,000 - £10,000",3,Word of mouth,N
INT0007317,CUS00565,2024-09-14,10:00,WhatsApp,Quote,9,Converted,AGT002,Iceland,"£20,000+",2,Social media,Y
INT0007318,CUS00150,2023-08-26,11:30,Web,Booking,9,Converted,AGT011,Canada Rockies,"£3,000 - £5,000",1,Google,Y
INT0007319,CUS00427,2024-04-12,12:30,Email,Enquiry,2,Follow-up,AGT014,Kerala,"£10,000 - £20,000",3,Word of mouth,N
INT0007320,CUS01115,2024-05-24,15:00,Phone,Enquiry,21,Converted,AGT018,Svalbard,"£10,000 - £20,000",5,Google,Y
INT0007321,CUS01840,2023-04-02,13:00,Phone,Booking,52,Converted,,Japan Winter,"£5,000 - £10,000",3,Google,Y
INT0007322,CUS01689,2023-11-24,09:30,Web,Enquiry,20,Follow-up,AGT011,Japan,"£3,000 - £5,000",2,Social media,N
INT0007323,CUS01919,2024-07-11,11:45,Email,Enquiry,10,Follow-up,AGT008,Japan Winter,"£20,000+",1,Repeat customer,N
INT0007324,CUS01634,2022-04-25,13:15,Phone,Booking,38,Converted,,Botswana Safari,"£5,000 - £10,000",1,Repeat customer,Y
INT0007325,CUS00483,2022-01-12,14:00,Web,Enquiry,17,Converted,AGT014,Safari Kenya,"£5,000 - £10,000",1,,Y
INT0007326,CUS01681,2023-09-23,10:15,Email,Booking,3,Converted,AGT002,Tuscany,"£5,000 - £10,000",3,Word of mouth,Y
INT0007327,CUS00916,2022-04-30,10:15,In-Store,Enquiry,11,Follow-up,,Bora Bora,"£5,000 - £10,000",4,Word of mouth,N
INT0007328,CUS00253,2023-04-25,15:30,Web,Complaint,15,Follow-up,AGT007,Japan,"£5,000 - £10,000",5,Google,N
INT0007329,CUS00590,2023-09-11,14:00,In-Store,Quote,43,Follow-up,AGT006,Iceland,"£20,000+",2,Google,N
INT0007330,CUS00810,2023-07-04,16:15,Phone,Quote,29,Follow-up,AGT019,Botswana Safari,"£5,000 - £10,000",2,Google,N
INT0007331,CUS01467,2023-05-06,16:30,Web,Enquiry,2,No-action,,Alaska Cruise,"£3,000 - £5,000",6,Repeat customer,N
INT0007332,CUS01058,2022-03-22,16:45,Phone,Complaint,21,Converted,AGT018,Tuscany,"£3,000 - £5,000",2,Repeat customer,Y
INT0007333,CUS01324,2024-06-21,15:15,WhatsApp,Quote,10,Follow-up,AGT003,Alaska Cruise,"£20,000+",1,Google,N
INT0007334,CUS00703,2024-11-08,12:15,Email,Enquiry,8,Follow-up,,Vietnam,"£3,000 - £5,000",5,Repeat customer,N
INT0007335,CUS01732,2023-07-03,16:00,Phone,Quote,21,Converted,,Tuscany,"£10,000 - £20,000",5,Google,Y
INT0007336,CUS01077,2022-05-07,17:45,Email,Quote,17,Follow-up,,Santorini,"£5,000 - £10,000",6,,N
INT0007337,CUS00747,2023-03-12,09:00,In-Store,Enquiry,41,Follow-up,,Machu Picchu,"£10,000 - £20,000",3,Social media,N
INT0007338,CUS00679,2023-03-21,16:15,Web,Enquiry,9,Follow-up,AGT004,Phuket,"£5,000 - £10,000",5,Repeat customer,N
INT0007339,CUS01227,2023-08-07,13:15,Email,Enquiry,5,Follow-up,AGT016,Machu Picchu,"£20,000+",4,Google,N
INT0007340,CUS00171,2023-09-07,09:00,Web,Quote,19,No-action,AGT002,Australia,"£3,000 - £5,000",2,Word of mouth,N
INT0007341,CUS00704,2022-09-02,17:00,Web,Quote,15,Follow-up,,Iceland,"£10,000 - £20,000",3,Repeat customer,N
INT0007342,CUS01491,2022-01-20,17:45,Phone,Enquiry,39,No-action,AGT011,Kerala,"£10,000 - £20,000",5,Word of mouth,N
INT0007343,CUS01874,2024-07-28,16:00,Web,Booking,13,Converted,AGT013,Maldives,"£5,000 - £10,000",4,Google,Y
INT0007344,CUS01923,2023-08-21,09:00,Email,Booking,11,Converted,AGT018,Bali,"£3,000 - £5,000",5,Repeat customer,Y
INT0007345,CUS01867,2023-02-20,14:00,Phone,Enquiry,11,Follow-up,,Japan,"£20,000+",4,Repeat customer,N
INT0007346,CUS00046,2022-04-29,11:45,In-Store,Quote,26,Follow-up,AGT002,Norway Fjords,"£10,000 - £20,000",5,Repeat customer,N
